10;2
20;3
30;2
40;2
50;2
60;2
70;2
80;2
90;2
100;3
110;1
120;2
130;2
140;1
150;3
160;1
170;2
180;3
190;1
200;3
210;2
220;3
230;1
240;3
250;2
260;1
270;2
280;2
290;2
300;2
310;1
320;3
330;2
340;2
350;3
360;2
370;1
380;4
390;5
400;4
410;5
420;4
430;3
440;6
450;4
460;4
470;4
480;5
490;2
500;1
510;1
520;2
530;2
540;3
550;2
560;2
570;1
580;3
590;2
600;1
610;3
620;2
630;1
640;2
650;2
660;2
670;1
680;3
690;1
700;2
710;2
720;1
730;4
740;3
750;1
760;1
770;2
780;2
790;2
800;2
810;2
820;3
830;2
840;2
850;2
860;2
870;2
880;1
890;3
900;2
910;1
920;3
930;2
940;1
950;2
960;2
970;4
980;5
990;7
1000;5
1010;3
1020;7
1030;5
1040;3
1050;4
1060;4
1070;5
1080;3
1090;2
1100;2
1110;2
1120;1
1130;3
1140;2
1150;2
1160;4
1170;1
1180;3
1190;2
1200;2
1210;2
1220;2
1230;2
1240;2
1250;1
1260;2
1270;3
1280;2
1290;1
1300;3
1310;2
1320;2
1330;3
1340;3
1350;2
1360;2
1370;1
1380;2
1390;2
1400;2
1410;3
1420;2
1430;2
